avg_temp_c,temp_variance,humidity_change,shock_g,light_events,route_deviation_km,theft_zone_risk,weather_risk,carrier_score,device_uptime,transit_time_hr,declared_value_usd,cargo_type,packaging_type,claim
19.55,6.46,13.97,2.02,0,2.55,3.2,4.55,0.767,0.97,95.4,28256.47,electronics_high_value,standard,1
21.6,6.51,5.14,1.91,0,2.46,1.56,3.24,0.541,1.0,88.3,21311.83,electronics_high_value,standard,0
5.58,4.11,10.02,1.84,0,1.3,5.1,3.87,0.681,0.996,74.1,51434.63,pharma_cold_chain,insulated,0
22.02,5.3,11.54,1.55,0,0.92,4.71,2.43,0.806,0.932,76.3,33102.01,electronics_high_value,palletized,1
12.68,1.64,4.15,1.27,1,3.68,1.18,1.63,0.764,0.941,129.5,7521.07,pharma_cold_chain,insulated,0
20.02,0.83,12.73,1.53,0,0.04,2.84,5.11,0.73,0.971,29.5,45138.76,fresh_produce,refrigerated,1
18.44,2.62,9.44,2.26,0,1.23,0.71,2.34,0.661,0.934,39.3,53136.12,fresh_produce,refrigerated,0
4.67,2.36,3.31,0.76,0,3.1,2.15,2.53,0.686,1.0,52.0,72667.81,pharma_cold_chain,refrigerated,0
14.88,3.12,17.08,2.13,2,2.96,3.93,4.34,0.843,0.982,87.8,85677.04,fresh_produce,refrigerated,0
15.21,1.42,11.54,4.08,0,3.07,1.49,0.5,0.794,0.996,37.0,19278.06,chemicals,refrigerated,0
13.54,1.72,17.4,0.66,0,5.24,3.23,3.22,0.689,0.968,84.3,11714.29,general_merchandise,refrigerated,0
9.97,1.14,6.99,0.83,1,3.83,3.07,3.09,0.803,0.98,81.0,7584.32,pharma_cold_chain,refrigerated,0
18.28,4.19,3.53,1.74,0,2.92,2.51,7.13,0.665,0.942,39.4,92723.92,general_merchandise,palletized,1
19.48,2.67,2.53,1.47,0,1.51,0.78,1.89,0.738,0.993,78.8,29014.9,general_merchandise,standard,0
1.9,3.68,10.69,2.71,0,2.76,0.6,5.63,0.854,0.978,113.4,33638.86,pharma_cold_chain,insulated,0
5.69,3.36,10.04,0.98,2,1.09,4.56,1.86,0.581,0.97,102.5,6375.64,pharma_cold_chain,refrigerated,1
14.71,6.95,12.24,1.28,1,4.17,0.51,6.73,0.83,0.913,82.6,13951.62,electronics_high_value,standard,1
13.42,5.78,7.02,2.19,0,10.25,3.72,5.34,0.629,0.958,69.4,42868.97,electronics_high_value,standard,0
14.77,5.71,6.06,1.07,0,3.63,3.09,3.58,0.826,0.984,51.8,49466.89,chemicals,palletized,0
17.58,5.91,6.42,1.39,2,0.87,3.4,3.62,0.706,0.952,38.5,34439.17,general_merchandise,standard,0
16.79,3.78,1.07,2.09,0,2.28,4.61,3.47,0.979,0.945,78.2,159464.97,chemicals,refrigerated,0
14.48,4.83,6.63,3.58,2,0.76,2.44,4.58,0.834,0.933,95.2,47928.41,fresh_produce,refrigerated,1
14.5,5.97,8.8,0.85,1,1.08,0.64,0.83,0.878,0.954,58.8,21905.57,electronics_high_value,palletized,0
9.81,5.08,11.34,0.93,1,1.81,3.84,7.83,0.822,0.971,57.2,34400.78,fresh_produce,palletized,1
12.98,4.5,5.65,1.0,1,6.23,3.44,3.23,0.786,0.978,67.9,8934.65,general_merchandise,standard,0
8.2,5.08,10.06,2.1,0,3.27,2.83,4.82,0.535,0.985,75.9,34067.16,general_merchandise,standard,0
9.53,1.86,11.49,2.32,0,2.13,2.06,6.35,0.647,1.0,66.5,21892.61,pharma_cold_chain,insulated,0
11.5,2.33,0.88,2.92,0,4.57,1.79,0.61,0.925,0.965,47.3,27225.53,general_merchandise,palletized,1
6.03,0.55,6.41,1.71,1,0.07,5.71,6.32,0.803,0.968,88.7,25050.23,pharma_cold_chain,insulated,0
14.91,3.0,2.62,2.5,1,1.67,2.16,6.39,0.61,0.974,86.1,49919.21,general_merchandise,insulated,0
15.43,5.16,13.23,2.11,0,1.52,1.42,2.54,0.802,0.931,103.7,39039.17,general_merchandise,palletized,0
12.75,5.46,12.59,3.67,1,3.74,4.0,3.94,0.794,0.997,74.1,88263.72,general_merchandise,standard,1
10.04,0.62,3.73,1.99,1,6.0,2.62,5.82,0.93,1.0,150.2,29857.47,general_merchandise,insulated,0
17.75,8.75,3.72,1.18,0,2.21,1.16,7.47,0.709,0.922,73.7,36206.56,electronics_high_value,palletized,1
17.58,2.24,0.15,2.89,0,1.77,2.75,3.98,0.731,0.982,81.5,70136.78,electronics_high_value,standard,0
19.66,2.55,6.69,1.98,1,1.45,1.37,7.93,0.799,0.954,21.8,20778.72,general_merchandise,standard,1
20.66,4.82,11.78,3.3,1,2.49,5.93,6.49,0.821,0.969,84.9,50430.89,electronics_high_value,standard,1
11.43,6.37,11.06,1.3,1,3.03,3.32,4.06,1.0,0.936,118.6,22971.57,electronics_high_value,standard,1
5.74,2.44,13.88,2.91,1,9.32,1.87,1.06,0.766,0.912,118.1,22976.67,pharma_cold_chain,insulated,1
11.96,3.68,7.64,0.13,1,6.24,5.93,7.06,0.676,0.945,49.5,72394.79,pharma_cold_chain,insulated,1
14.15,2.07,12.22,1.18,0,1.97,0.73,2.98,0.7,0.961,47.6,16203.29,general_merchandise,insulated,0
14.38,4.5,5.9,0.69,0,7.66,3.41,2.93,0.877,0.975,52.7,28816.44,electronics_high_value,standard,0
11.9,5.68,1.27,1.47,1,2.19,2.0,4.42,0.605,0.964,87.7,46446.0,electronics_high_value,palletized,1
15.91,4.53,6.45,2.6,1,7.12,4.53,8.07,0.808,0.989,63.3,37870.76,general_merchandise,standard,1
6.75,1.35,0.99,3.02,0,3.68,1.13,6.62,0.679,0.985,61.7,28609.85,pharma_cold_chain,insulated,1
15.59,1.92,10.23,1.47,2,2.06,3.33,2.97,0.584,1.0,98.6,101829.62,general_merchandise,refrigerated,0
19.23,4.45,0.24,1.83,1,6.1,1.58,5.23,0.704,0.939,74.0,18891.3,fresh_produce,palletized,0
11.74,3.12,16.55,1.94,0,1.42,7.86,3.56,0.755,0.947,60.8,18545.14,fresh_produce,refrigerated,1
17.54,1.8,9.32,2.07,0,3.67,2.2,5.78,0.406,0.912,119.2,52617.8,fresh_produce,refrigerated,0
5.88,1.6,16.21,2.57,0,0.95,2.72,5.75,0.776,0.948,122.2,42662.72,pharma_cold_chain,insulated,0
12.42,5.14,8.23,0.87,0,0.15,1.83,2.55,0.73,0.949,58.5,12763.39,fresh_produce,palletized,0
10.15,2.84,7.67,2.08,0,3.59,1.45,3.58,0.761,1.0,23.8,43586.76,pharma_cold_chain,refrigerated,0
18.13,5.82,3.53,1.25,1,0.24,5.19,4.44,0.636,1.0,74.8,42404.86,general_merchandise,palletized,0
17.01,4.5,7.87,1.93,1,7.79,0.62,6.37,0.851,0.941,91.9,52089.22,general_merchandise,palletized,0
9.18,1.29,1.2,1.55,1,2.67,0.12,5.08,0.664,0.985,75.7,27295.41,pharma_cold_chain,insulated,0
19.47,1.21,15.04,1.32,1,0.23,3.45,4.6,0.819,0.964,96.5,61031.57,chemicals,refrigerated,1
13.41,3.16,7.39,1.14,0,2.95,1.56,3.3,1.0,0.932,86.1,32086.47,electronics_high_value,palletized,1
20.56,0.64,0.81,1.92,0,1.09,5.3,6.54,0.747,0.982,84.6,54051.81,fresh_produce,refrigerated,0
14.27,2.82,11.57,2.69,2,0.46,1.09,4.03,0.791,0.958,61.1,38893.34,general_merchandise,standard,0
6.04,4.48,2.96,2.27,1,0.26,3.67,5.94,0.559,0.968,46.0,57248.29,pharma_cold_chain,insulated,1
10.1,1.21,3.05,1.61,0,1.63,2.28,5.47,0.645,0.975,92.5,88820.08,pharma_cold_chain,insulated,1
10.07,2.93,17.46,1.53,0,4.19,1.09,6.09,0.836,0.933,88.1,35403.36,pharma_cold_chain,insulated,0
15.43,3.71,11.8,2.57,1,0.46,1.49,3.68,0.848,0.971,82.6,43777.64,fresh_produce,palletized,0
4.31,0.27,3.91,2.54,0,2.21,2.1,5.48,0.815,0.961,91.0,16479.08,pharma_cold_chain,refrigerated,1
11.97,2.48,20.37,1.17,1,3.32,1.62,1.91,0.583,0.986,89.1,17883.48,general_merchandise,insulated,1
13.1,2.97,6.55,1.4,1,8.54,1.49,3.58,0.899,0.993,39.3,17896.21,general_merchandise,refrigerated,1
15.38,4.86,5.59,1.68,0,0.31,5.85,5.61,0.807,0.912,42.5,27148.71,general_merchandise,palletized,1
13.29,7.14,8.83,2.26,0,0.14,2.6,2.49,0.723,0.944,81.2,90520.45,fresh_produce,palletized,0
22.15,0.38,18.02,2.53,1,1.67,3.72,6.42,0.738,1.0,76.6,9319.25,general_merchandise,refrigerated,0
4.82,2.29,9.38,1.77,2,2.58,6.34,5.87,0.885,0.977,65.3,91896.01,pharma_cold_chain,refrigerated,0
14.79,6.51,3.8,0.69,0,1.19,5.87,4.05,0.734,0.942,80.1,117206.88,general_merchandise,standard,1
18.65,6.63,9.09,1.73,1,6.05,3.31,5.42,0.776,0.941,83.5,26491.57,fresh_produce,palletized,0
11.23,1.63,14.52,1.35,2,2.13,0.87,4.06,0.775,0.946,30.0,64878.5,pharma_cold_chain,refrigerated,0
19.43,1.92,3.28,2.78,1,0.5,2.92,0.66,0.66,0.967,50.2,24444.79,general_merchandise,insulated,0
16.59,3.8,1.31,1.3,2,4.03,3.7,4.18,0.922,0.995,91.4,12801.78,general_merchandise,palletized,1
21.98,6.34,8.43,2.04,1,2.08,5.66,1.86,0.845,0.943,34.3,21704.33,electronics_high_value,standard,0
10.98,0.47,6.95,1.48,1,7.46,1.38,4.31,0.648,0.991,76.4,62775.5,fresh_produce,refrigerated,0
18.68,1.55,6.79,1.73,0,5.88,4.32,8.16,0.908,1.0,77.5,73474.46,general_merchandise,refrigerated,0
2.22,1.42,7.77,1.48,1,6.0,6.24,6.21,0.869,0.939,82.5,104071.94,pharma_cold_chain,insulated,0
8.32,1.64,9.21,2.01,0,0.82,2.5,2.8,0.814,0.975,105.8,73124.97,pharma_cold_chain,insulated,0
18.02,4.29,14.87,1.69,1,0.94,4.01,4.25,0.583,0.928,83.7,13412.52,general_merchandise,palletized,0
16.03,6.67,7.55,0.8,1,2.42,5.05,2.27,0.868,0.927,88.9,66683.47,electronics_high_value,palletized,1
13.3,6.47,7.15,0.83,1,2.33,5.12,2.43,0.944,0.953,70.9,12295.55,electronics_high_value,standard,0
12.8,7.23,10.29,2.05,0,0.51,0.74,2.52,0.934,0.954,79.8,72957.36,electronics_high_value,palletized,1
3.39,5.08,5.81,1.56,0,0.97,0.32,2.08,0.878,0.974,64.9,55583.97,pharma_cold_chain,refrigerated,0
8.37,0.78,10.45,1.15,2,0.69,1.88,1.71,0.459,0.989,79.9,39404.38,pharma_cold_chain,insulated,1
13.26,2.08,7.5,1.51,1,5.22,0.76,0.77,0.9,0.999,48.8,26653.39,electronics_high_value,standard,0
10.79,5.73,15.81,2.72,2,3.73,2.27,0.78,0.826,0.921,40.9,34607.34,electronics_high_value,palletized,1
15.89,3.11,11.26,3.98,3,4.69,1.26,0.35,0.765,0.976,112.4,36458.34,fresh_produce,refrigerated,1
16.12,2.51,6.26,1.29,1,5.24,2.25,7.62,0.751,0.944,56.8,36892.74,fresh_produce,refrigerated,1
17.31,8.25,10.86,1.02,1,2.29,3.04,6.66,0.812,0.944,36.2,32936.69,general_merchandise,palletized,0
7.74,0.31,4.36,2.12,0,1.04,0.71,2.39,0.591,0.989,92.4,26577.2,pharma_cold_chain,insulated,0
10.55,3.32,7.92,2.87,1,7.66,2.48,5.14,0.887,0.945,59.0,29834.36,general_merchandise,refrigerated,1
16.18,5.95,5.83,1.9,0,3.29,2.06,2.86,0.793,0.932,76.0,51481.03,electronics_high_value,palletized,0
6.5,3.37,8.47,0.49,0,1.55,5.43,4.97,0.767,0.945,93.1,38631.81,pharma_cold_chain,insulated,1
12.31,4.21,9.57,1.13,0,2.81,5.2,1.8,0.771,0.969,38.0,23936.84,general_merchandise,standard,0
17.73,5.35,8.43,2.67,0,6.76,1.15,3.74,0.695,0.97,38.2,64861.47,electronics_high_value,palletized,1
15.56,3.4,5.68,2.24,1,6.4,2.23,3.64,0.641,0.954,99.6,43589.92,electronics_high_value,palletized,1
12.11,3.15,8.36,1.91,0,3.11,1.85,4.86,0.736,0.944,104.7,130420.14,general_merchandise,standard,1
8.72,0.91,0.43,3.18,1,3.49,0.54,3.23,0.9,0.968,113.8,46896.1,pharma_cold_chain,insulated,0
17.22,2.12,4.82,2.13,0,2.82,4.24,2.77,0.832,0.979,67.6,46947.87,general_merchandise,refrigerated,0
2.77,5.3,10.01,1.59,0,1.94,3.51,3.94,0.672,0.94,85.8,25448.38,pharma_cold_chain,refrigerated,0
11.7,5.31,12.46,2.73,0,4.66,6.16,0.63,1.0,1.0,71.3,15488.66,general_merchandise,standard,1
14.83,3.04,13.5,1.8,0,0.79,2.59,3.62,1.0,0.962,77.6,69229.4,general_merchandise,refrigerated,0
12.96,2.07,7.31,1.91,1,1.07,5.38,5.82,0.777,0.983,60.6,43536.25,fresh_produce,refrigerated,1
15.81,2.83,2.3,1.98,1,1.21,2.58,5.99,0.64,0.922,90.7,73261.71,fresh_produce,refrigerated,1
18.16,2.17,13.99,1.57,0,3.13,1.22,5.18,0.792,0.957,77.0,12346.29,general_merchandise,standard,0
16.33,0.99,19.1,2.77,2,7.67,0.42,6.81,0.762,0.988,36.7,11227.31,fresh_produce,refrigerated,0
14.58,6.36,7.6,2.01,0,5.46,2.98,4.55,0.68,0.95,115.8,56192.62,general_merchandise,standard,0
12.54,1.39,5.33,2.14,0,2.49,2.69,2.04,0.842,1.0,94.8,62502.36,fresh_produce,refrigerated,1
12.89,2.23,11.31,1.72,1,0.02,2.23,6.75,0.895,0.975,37.2,29381.72,general_merchandise,refrigerated,0
18.1,4.64,8.86,1.37,2,2.16,0.84,1.73,0.853,0.937,91.4,33994.09,fresh_produce,palletized,1
3.84,1.91,1.42,2.86,0,0.28,1.14,1.48,0.773,0.993,83.7,22882.78,fresh_produce,refrigerated,1
10.56,1.91,1.55,0.01,2,1.52,2.17,4.64,0.853,0.943,73.8,68272.46,general_merchandise,refrigerated,0
17.01,4.12,6.18,3.08,0,4.74,3.42,1.22,0.612,0.98,70.0,42002.35,electronics_high_value,standard,0
16.09,4.36,10.61,1.26,1,5.19,1.82,3.01,0.613,0.936,87.1,22709.67,electronics_high_value,standard,1
17.62,0.28,5.91,1.81,1,5.96,3.75,5.3,0.509,0.917,76.8,14942.08,general_merchandise,insulated,1
20.99,0.98,15.6,1.93,1,3.5,2.92,1.91,0.709,0.959,101.8,101781.1,fresh_produce,refrigerated,0
17.69,5.41,8.9,1.55,1,1.92,2.26,3.81,0.664,0.94,63.7,31825.11,electronics_high_value,standard,1
13.4,3.87,2.09,1.27,0,5.08,5.19,0.72,0.721,0.959,33.1,40136.32,electronics_high_value,standard,1
6.69,0.81,2.03,0.08,1,2.67,2.14,5.13,0.863,0.978,95.8,68340.95,pharma_cold_chain,insulated,0
14.82,3.59,4.43,0.54,0,4.77,2.46,0.55,0.761,0.941,50.7,10726.66,general_merchandise,insulated,1
13.59,4.12,15.33,2.18,1,1.08,1.17,7.94,0.868,0.944,57.8,76433.6,fresh_produce,palletized,0
13.67,6.32,17.47,0.43,0,4.55,2.46,7.87,0.958,0.967,91.2,61713.43,general_merchandise,standard,1
15.57,4.13,5.34,1.31,0,4.59,1.55,4.85,0.868,0.966,97.9,37903.32,fresh_produce,refrigerated,1
4.84,3.82,14.29,1.49,0,7.41,2.34,2.74,0.774,0.924,74.4,69257.2,pharma_cold_chain,insulated,1
10.85,2.15,13.68,1.56,1,1.79,3.37,4.98,0.621,0.986,37.1,52776.71,pharma_cold_chain,refrigerated,0
14.87,4.8,10.78,0.04,0,3.24,5.34,4.66,0.783,0.963,58.7,29455.85,general_merchandise,standard,1
13.97,4.42,8.68,1.98,0,1.25,3.53,1.8,0.769,0.96,116.0,28143.72,electronics_high_value,standard,0
13.51,3.15,2.75,4.08,2,2.58,3.1,4.37,0.879,0.986,66.5,102954.24,electronics_high_value,standard,1
15.66,2.27,1.36,1.1,2,0.57,2.94,5.42,0.817,0.912,44.0,49760.85,fresh_produce,refrigerated,0
17.74,0.28,6.96,2.03,0,2.76,1.83,4.77,0.648,0.997,44.8,46203.23,general_merchandise,insulated,0
18.39,3.24,6.85,1.13,0,8.58,2.2,4.87,0.712,0.954,22.5,32469.1,electronics_high_value,standard,1
13.11,5.11,0.39,0.73,1,1.5,7.66,2.91,0.579,0.955,27.0,11128.94,fresh_produce,refrigerated,1
14.85,3.74,6.16,1.57,0,5.0,1.33,4.02,1.0,0.985,43.3,58956.2,electronics_high_value,standard,0
18.54,4.68,6.02,0.91,0,1.7,0.79,3.65,0.962,0.957,95.9,45939.39,general_merchandise,standard,0
16.64,5.28,13.37,2.12,4,1.76,1.12,1.91,0.792,0.922,49.3,28652.9,electronics_high_value,standard,1
16.52,1.47,1.79,2.04,0,2.68,0.78,1.38,0.87,0.962,53.9,23193.95,fresh_produce,refrigerated,0
16.31,4.45,19.33,0.91,1,2.08,4.17,1.77,0.765,0.967,88.4,64799.55,fresh_produce,refrigerated,0
8.51,1.82,1.49,1.95,1,1.45,4.82,3.84,0.615,0.965,137.0,36022.15,general_merchandise,insulated,0
16.05,2.44,1.54,2.56,0,6.11,0.92,3.84,0.827,0.997,52.1,112160.01,general_merchandise,refrigerated,0
15.54,6.58,14.14,0.97,1,2.26,4.58,3.64,0.977,0.955,8.0,64076.28,general_merchandise,standard,0
19.8,4.42,13.74,3.15,2,1.54,2.02,4.8,0.992,0.959,97.5,6174.06,chemicals,palletized,0
14.62,5.3,9.95,3.0,2,2.29,3.82,6.77,0.731,0.958,74.0,111830.6,general_merchandise,palletized,0
18.58,4.12,0.46,2.85,0,0.2,2.75,5.22,0.735,0.981,40.3,42743.2,electronics_high_value,standard,0
12.29,3.19,11.25,0.74,0,4.49,1.3,2.16,0.759,0.98,78.3,34010.68,general_merchandise,insulated,1
14.87,3.53,4.54,1.26,0,6.46,3.21,0.73,0.568,0.918,71.8,42345.89,chemicals,palletized,1
13.46,6.17,6.77,1.91,2,2.42,1.15,0.55,0.815,0.964,92.8,95084.77,electronics_high_value,standard,1
8.07,2.85,4.45,0.97,1,3.31,1.55,3.96,0.891,0.984,37.4,31488.35,pharma_cold_chain,insulated,0
13.97,1.02,5.67,1.85,0,3.37,2.08,4.47,0.782,1.0,30.8,22387.05,chemicals,insulated,0
15.27,1.15,5.59,1.91,1,0.04,3.04,2.04,0.644,0.958,34.4,32476.08,fresh_produce,refrigerated,0
13.93,1.11,18.1,2.69,0,1.57,2.98,1.94,0.888,0.937,55.2,59814.1,general_merchandise,refrigerated,0
16.6,4.87,6.05,1.36,1,5.47,2.98,2.01,0.769,0.967,108.0,40085.87,electronics_high_value,standard,1
21.29,2.59,12.35,1.33,1,4.81,3.63,2.55,0.56,0.944,54.3,27739.32,general_merchandise,refrigerated,1
19.48,0.85,11.26,0.7,0,1.14,2.37,3.75,0.562,0.937,77.3,49590.26,fresh_produce,refrigerated,1
11.67,2.78,3.92,2.02,1,2.79,1.58,4.67,0.58,0.98,66.6,29652.4,pharma_cold_chain,insulated,0
16.79,4.85,17.22,1.59,0,6.55,1.3,3.6,0.751,0.953,52.9,68631.27,fresh_produce,palletized,0
20.58,3.53,9.2,0.62,1,4.16,4.75,2.37,0.639,0.973,35.1,10919.27,electronics_high_value,standard,1
11.47,2.46,5.71,0.05,1,1.23,7.13,2.88,0.85,0.936,82.4,46919.26,fresh_produce,refrigerated,1
11.15,3.59,0.75,2.54,3,1.86,5.47,0.52,0.698,0.941,57.6,97521.16,pharma_cold_chain,insulated,1
13.58,4.41,10.85,2.34,1,2.11,3.06,4.52,0.695,0.945,54.8,19769.14,electronics_high_value,standard,1
15.44,6.1,11.29,2.31,0,0.32,1.32,5.12,0.35,0.926,75.6,97021.24,electronics_high_value,palletized,0
15.31,0.24,6.91,1.77,1,0.16,0.95,3.27,0.726,0.925,68.5,56045.18,general_merchandise,refrigerated,0
6.26,0.36,0.99,0.92,2,5.44,2.14,4.12,0.849,0.933,37.8,40977.69,pharma_cold_chain,insulated,0
21.14,3.1,12.82,2.15,0,1.55,5.93,6.41,0.618,0.965,43.2,60842.74,general_merchandise,palletized,1
16.41,0.46,14.16,1.91,1,0.79,2.48,3.41,1.0,0.965,80.0,37199.03,general_merchandise,refrigerated,0
17.21,6.12,12.06,1.38,1,1.95,4.22,7.12,0.85,0.982,56.3,27781.63,general_merchandise,standard,0
9.72,2.16,12.51,2.36,0,2.59,5.71,2.02,0.677,0.971,86.3,36057.04,pharma_cold_chain,refrigerated,1
17.55,3.59,11.06,3.03,0,6.86,3.98,4.26,0.795,0.95,68.4,120347.31,fresh_produce,refrigerated,1
15.66,3.01,15.97,1.11,0,2.74,4.88,2.97,0.672,0.973,52.6,13571.42,fresh_produce,refrigerated,0
14.56,4.78,9.78,2.38,0,3.67,1.46,4.19,0.951,0.976,86.6,12617.31,electronics_high_value,standard,0
20.13,1.78,12.09,1.76,1,3.46,3.96,2.67,0.851,0.973,126.1,19682.65,general_merchandise,palletized,0
14.53,5.81,7.52,0.81,2,5.65,0.45,4.76,0.824,0.996,64.8,92000.83,electronics_high_value,standard,0
18.47,6.87,8.08,2.04,2,2.26,6.18,4.22,0.785,0.971,71.7,22349.74,general_merchandise,standard,0
9.08,2.08,10.19,1.07,1,2.83,5.41,3.86,0.954,0.958,64.5,51004.71,pharma_cold_chain,refrigerated,0
8.83,1.35,2.29,3.55,0,0.25,5.46,4.32,0.767,0.992,74.5,64333.82,pharma_cold_chain,insulated,0
10.7,1.96,2.74,1.34,3,0.17,2.49,2.92,0.901,0.929,90.6,31250.92,general_merchandise,insulated,1
15.81,1.74,12.7,1.7,1,6.3,0.31,1.89,0.766,1.0,75.2,56257.83,fresh_produce,refrigerated,1
17.63,2.72,2.58,2.31,1,3.63,3.29,4.21,0.938,0.978,88.0,27889.16,fresh_produce,refrigerated,0
9.62,3.58,2.12,2.26,0,4.41,0.48,2.1,0.789,0.955,116.7,20095.54,pharma_cold_chain,insulated,0
14.35,2.47,8.0,0.93,0,2.28,4.37,3.99,0.772,0.93,52.9,16478.97,general_merchandise,insulated,0
12.52,6.01,4.5,1.58,1,0.9,4.76,4.78,0.756,0.952,72.5,42099.51,general_merchandise,palletized,1
15.65,2.31,9.86,1.18,0,0.43,4.55,4.7,0.858,0.955,99.2,49364.69,fresh_produce,refrigerated,1
20.45,4.42,2.24,0.23,0,0.84,3.14,5.29,0.793,0.956,92.5,26217.73,electronics_high_value,standard,1
19.3,1.32,4.84,2.3,1,2.32,3.43,1.69,0.642,0.977,54.7,38647.86,fresh_produce,refrigerated,1
20.0,5.65,0.07,0.69,0,3.18,3.87,8.42,0.939,1.0,27.0,31585.54,general_merchandise,palletized,1
10.08,6.52,6.23,2.16,2,5.39,2.64,2.48,0.949,0.962,82.8,12186.36,pharma_cold_chain,refrigerated,1
11.15,1.01,8.82,2.31,0,3.18,2.13,5.55,0.79,0.993,64.5,14735.04,pharma_cold_chain,refrigerated,0
20.12,4.83,16.22,2.06,0,4.57,1.84,0.94,0.762,0.959,68.3,29715.34,fresh_produce,refrigerated,0
3.53,1.72,13.32,0.56,1,3.87,2.76,1.0,0.905,0.984,62.5,59837.06,pharma_cold_chain,refrigerated,0
7.46,2.11,5.33,2.37,0,0.75,4.0,2.96,0.875,0.939,50.1,34144.23,pharma_cold_chain,insulated,1
14.6,6.75,2.89,1.19,1,0.02,3.41,6.54,0.963,0.942,28.8,35506.33,electronics_high_value,palletized,0
10.38,2.3,19.91,0.41,1,1.7,2.7,4.61,0.765,0.93,48.0,17764.38,pharma_cold_chain,insulated,1
21.98,8.1,0.36,1.79,1,5.06,2.67,3.58,0.868,1.0,103.3,114388.22,electronics_high_value,palletized,1
5.59,2.9,11.65,2.01,0,6.12,0.19,4.22,0.86,0.966,44.3,44869.92,pharma_cold_chain,insulated,1
9.51,3.38,6.46,1.77,0,3.39,1.94,6.3,0.738,0.982,82.5,66051.69,pharma_cold_chain,refrigerated,0
4.93,3.76,20.28,0.17,0,7.3,1.95,1.74,0.703,0.962,93.5,43252.82,pharma_cold_chain,refrigerated,0
2.68,4.43,5.91,1.08,0,4.6,1.81,4.79,0.881,0.96,69.8,19264.96,pharma_cold_chain,refrigerated,1
19.43,2.09,0.77,0.95,1,0.01,0.9,4.23,0.65,0.965,118.9,35601.3,general_merchandise,insulated,0
16.13,3.04,7.8,2.44,0,4.69,1.21,4.29,0.776,0.902,77.2,17152.02,general_merchandise,standard,1
15.48,4.18,9.23,2.08,0,4.83,1.91,3.38,0.73,0.993,54.2,18076.1,general_merchandise,refrigerated,0
1.52,1.43,8.84,1.76,1,0.71,3.95,2.71,0.738,0.912,57.5,30313.62,pharma_cold_chain,insulated,1
13.8,3.53,13.88,0.12,0,6.01,1.38,6.11,0.659,0.995,58.3,53904.12,electronics_high_value,palletized,1
10.86,2.32,19.31,1.71,1,2.75,1.72,6.52,0.615,0.927,62.0,84901.83,pharma_cold_chain,refrigerated,0
9.22,4.19,9.08,1.3,2,0.61,5.06,1.43,0.81,0.998,105.7,33722.86,pharma_cold_chain,refrigerated,0
17.64,2.5,4.16,3.31,3,6.27,3.78,1.67,0.707,0.938,98.3,31352.21,general_merchandise,insulated,0
16.35,1.04,8.97,3.69,0,1.76,2.87,1.61,0.919,0.973,87.7,38741.55,fresh_produce,refrigerated,0
8.04,7.57,4.99,2.01,3,2.51,3.25,3.09,0.665,0.977,28.4,46511.48,pharma_cold_chain,insulated,1
8.24,1.03,10.97,0.95,0,4.53,4.05,4.88,0.995,0.952,84.5,38466.83,pharma_cold_chain,insulated,1
12.89,2.4,10.95,1.63,0,4.0,1.33,4.36,0.653,0.96,40.7,23847.75,general_merchandise,insulated,0
11.22,4.52,3.01,2.32,1,1.01,2.53,5.79,0.948,0.952,96.6,61592.94,pharma_cold_chain,refrigerated,1
15.69,0.23,7.92,3.38,2,5.28,2.21,3.76,0.736,0.978,86.4,41806.37,general_merchandise,refrigerated,1
9.26,0.29,7.04,2.08,0,0.59,1.17,8.2,0.717,0.963,76.2,113290.87,pharma_cold_chain,insulated,0
18.57,1.57,14.81,1.69,0,2.71,4.39,2.56,0.844,0.951,16.0,103989.1,general_merchandise,refrigerated,0
13.35,4.05,10.63,1.56,0,11.16,3.86,0.92,0.621,0.915,55.4,130013.48,electronics_high_value,palletized,1
14.9,2.21,7.05,1.13,2,4.16,2.3,1.07,0.692,0.992,90.1,29815.71,pharma_cold_chain,insulated,0
17.0,2.84,2.29,0.67,1,2.54,2.78,8.72,0.617,0.965,48.4,23762.94,electronics_high_value,standard,1
5.89,0.48,5.04,0.98,0,2.01,2.01,0.62,0.924,0.943,105.4,28816.42,pharma_cold_chain,insulated,1
14.72,6.25,17.03,1.68,1,0.68,4.27,3.3,0.807,0.961,54.6,12790.56,electronics_high_value,standard,1
3.56,0.28,18.78,2.3,1,1.7,3.01,5.38,0.761,0.897,92.1,98751.69,pharma_cold_chain,insulated,0
17.47,1.13,8.22,2.66,0,1.91,0.7,2.0,0.79,0.973,90.1,57488.35,general_merchandise,refrigerated,0
18.92,0.4,0.53,0.75,1,1.97,4.15,2.05,0.712,0.993,108.3,65401.02,fresh_produce,refrigerated,0
20.14,3.76,9.39,2.12,0,2.19,5.17,5.11,0.745,1.0,67.8,30496.04,chemicals,insulated,0
19.1,4.26,9.74,0.41,0,3.04,2.19,7.59,0.829,0.964,134.9,51206.59,fresh_produce,palletized,1
16.91,4.23,12.78,2.77,1,3.67,0.88,1.14,0.762,0.93,98.8,121039.63,electronics_high_value,palletized,1
7.61,2.49,14.93,2.26,3,0.75,1.37,6.67,0.621,0.982,85.8,10328.41,pharma_cold_chain,insulated,0
